LINEA,MARCA,2024,2025,Var 24/25
VESPA GTS 310,PIAGGIO,-,9,-
NAVI ADVENTURE E3,HONDA,578,9,-0.9844290657439446
XE15W,SYM,49,9,-0.8163265306122449
TIGER 850 SPORT,TRIUMPH,12,9,-0.25
TRACKER,TRACKER OFF ROAD,-,9,-
CB350DR,HONDA,119,9,-0.9243697478991597
MAK3,AIMA,14,8,-0.4285714285714286
LF3000DZH,CERONTE,6,8,0.33333333333333326
LIFE 125 TK,VICTORY,1,8,7
FXLRST LOW RIDER ST,HARLEY DAVIDSON,5,8,0.6000000000000001
KLZ1000EPFNN,KAWASAKI,16,8,-0.5
ZH5000DT,CFMOTO,13,8,-0.3846153846153846
ER400D,KAWASAKI,8,8,0
NAVI RALLY,HONDA,113,8,-0.9292035398230089
TG CARGO,TG,11,8,-0.2727272727272727
CRF250FP,HONDA,45,8,-0.8222222222222222
M-110,LUCIERNAGAS,-,8,-
CF700-9AH,CFMOTO,-,8,-
FXBB STREET BOB,HARLEY DAVIDSON,-,8,-
SXR 160 ABS,APRILIA,24,8,-0.6666666666666667
CONTINENTAL GT 650,ROYAL ENFIELD,9,8,-0.11111111111111116
PULSAR NS 200 FI ABS UG,BAJAJ,-,8,-
1290 SUPER ADVENTURE R,KTM,14,8,-0.4285714285714286
STREETFIGHTER V2,DUCATI,11,8,-0.2727272727272727
MAN3,MOBULAA,1,8,7
PANIGALE V4,DUCATI,4,8,1
HUNK 160R,HERO,46,8,-0.8260869565217391
CF700-2C,CFMOTO,3,8,1.6666666666666665
MULTISTRADA V4 S,DUCATI,17,8,-0.5294117647058824
690 ENDURO R,KTM,39,7,-0.8205128205128205
OUTLANDER MAX DPS 500,BRP/CAN AM,3,7,1.3333333333333335
FZN150D-6 (FZ-S),YAMAHA,2215,7,-0.9968397291196388
M-120,LUCIERNAGAS,-,7,-
CB 110,HONDA,16,7,-0.5625
MULTISTRADA V4,DUCATI,1,7,6
AGILITY ALL NEW,KYMCO,2,7,2.5
SPEED TWIN 900,TRIUMPH,14,7,-0.5
SXS1000S4XSP,HONDA,5,7,0.3999999999999999
GSX-S1000GT,SUZUKI,7,7,0
GSX-R1000R,SUZUKI,14,7,-0.5
CMX500AP,HONDA,51,7,-0.8627450980392157
XR150L,HONDA,11,7,-0.36363636363636365
FLFBS FAT BOY 114,HARLEY DAVIDSON,30,7,-0.7666666666666666
NEW TC,SUPER SOCO,13,7,-0.46153846153846156
DASH 125 FI,HERO,29,7,-0.7586206896551724
SPORTSMAN 450,POLARIS,8,7,-0.125
BEE1500,ECOFLY,8,7,-0.125
PANIGALE V2,DUCATI,13,7,-0.46153846153846156
DESERT X,DUCATI,42,6,-0.8571428571428572
NT250 ZH,NATSUKI,37,6,-0.8378378378378378
SCRAMBLER 1200 X,TRIUMPH,8,6,-0.25
CF1000SZ-3L,CFMOTO,4,6,0.5
BOMBER 250,VICTORY,93,6,-0.935483870967742
PANIGALE V4 S,DUCATI,9,6,-0.33333333333333337
YFM110R (RAPTOR 110),YAMAHA,8,6,-0.25
MRX150 PRO,VICTORY,43,6,-0.8604651162790697
PORTIVA,MAGMA,12,6,-0.5
350 EXC-F,KTM,6,6,0
C 400 GT,BMW,12,6,-0.5
LEONCINO 500 TRAIL,BENELLI,5,6,0.19999999999999996
RANGER CREW 1000,POLARIS,5,6,0.19999999999999996
STREET SCRAMBLER,TRIUMPH,13,6,-0.5384615384615384
DESERTX RALLY,DUCATI,14,6,-0.5714285714285714
SPORTSMAN 570 LIMITED EDITION,POLARIS,-,6,-
ONE ST 100 SILVER,VICTORY,16,6,-0.625
ONE ST 110 SILVER,VICTORY,11,6,-0.4545454545454546
CU MINI,SUPER SOCO,12,6,-0.5
CF800-11H,CFMOTO,-,6,-
T115FL-5C (CRYPTON FINN),YAMAHA,-,6,-
MRX 150 CAMO TK,VICTORY,131,6,-0.9541984732824428
ZX1002LSFAN,KAWASAKI,-,6,-
VESPA GTV 300,PIAGGIO,25,6,-0.76
RAPTOR 200,PLR,-,6,-
KY800X,KOVE,-,6,-
MAN4,MOBULAA,4,6,0.5
R 12 G/S,BMW,-,6,-
TUAREG 660,APRILIA,13,5,-0.6153846153846154
YW125XFI,YAMAHA,19,5,-0.736842105263158
ER400F,KAWASAKI,33,5,-0.8484848484848485
CF250-6BF,CFMOTO,53,5,-0.9056603773584906
OUTLANDER 500,BRP/CAN AM,-,5,-
TRX520FA7R,HONDA,8,5,-0.375
NEW HT150,YOSLAND,-,5,-
D-SERIES 2B,GOGORO,1,5,4
BENGALA TTX,BIOBICIS,24,5,-0.7916666666666666
MRX125 PRO,VICTORY,23,5,-0.782608695652174
HYPERMOTARD 950 RVE,DUCATI,7,5,-0.2857142857142857
890 SMT,KTM,8,5,-0.375
C400X,BMW,7,5,-0.2857142857142857
1390 SUPER DUKE R EVO,KTM,6,5,-0.16666666666666663
XC15W,SYM,21,5,-0.7619047619047619
INTRUDER,SUZUKI,12,5,-0.5833333333333333
SPLENDOR 110,HERO,7,5,-0.2857142857142857
CBR650RAR,HONDA,-,5,-
SCRAMBLER 1200 XE,TRIUMPH,5,5,0
M 1000 RR,BMW,5,5,0
XP560D (TMAX TECH MAX),YAMAHA,10,5,-0.5
FXLRS - LOW RIDER S,HARLEY DAVIDSON,14,5,-0.6428571428571428
CF700-2D,CFMOTO,13,5,-0.6153846153846154
1 ACTIVE,PIAGGIO,19,5,-0.736842105263158
Q5,ECOFLY,-,5,-
ONE,IONIC MOTORS,1,4,3
XT1200ZE,YAMAHA,11,4,-0.6363636363636364
YZ125,YAMAHA,9,4,-0.5555555555555556
EX400L,KAWASAKI,67,4,-0.9402985074626866
FLHCS/ HERITAGE CLASSIC 114,HARLEY DAVIDSON,3,4,0.33333333333333326
KLE650H,KAWASAKI,78,4,-0.9487179487179487
SPEED TWIN,TRIUMPH,2,4,1
ZR900LRFAN,KAWASAKI,1,4,3
EC 350F,GAS GAS,2,4,1
TRX520FA7P,HONDA,8,4,-0.5
MRX 125 CAMO,VICTORY,44,4,-0.9090909090909091
LEONCINO 800 TRAIL,BENELLI,1,4,3
MRX 125 CAMO TK,VICTORY,70,4,-0.9428571428571428
OUTLANDER MAX DPS 700,BRP/CAN AM,6,4,-0.33333333333333337
MAVERICK X3 DS TURBO,BRP/CAN AM,8,4,-0.5
CB 190R RACING,HONDA,516,4,-0.9922480620155039
DEFENDER MAX LIMITED HD10,BRP/CAN AM,4,4,0
COMBAT 125,COMBAT,3,4,0.33333333333333326
CF300-7F,CFMOTO,1,4,3
SIN LINEA,SIN MARCA,1,4,3
TIGER SPORT,TRIUMPH,12,4,-0.6666666666666667
ZR1000PPFAN,KAWASAKI,1,4,3
FLHXST STREET GLIDE ST,HARLEY DAVIDSON,3,4,0.33333333333333326
PULSAR N 125,BAJAJ,-,4,-
M 1000 R,BMW,5,4,-0.19999999999999996
STARK VARG EX,STARK FUTURE,-,4,-
MTM890 (XSR900),YAMAHA,18,4,-0.7777777777777778
300RALLY,VOGEPRO,84,4,-0.9523809523809523
TIGER 1200 RALLY EXPLORER,TRIUMPH,7,4,-0.4285714285714286
HUNK 160 STEALTH R,HERO,280,4,-0.9857142857142858
DREAM NEO,HONDA,5,4,-0.19999999999999996
DEFENDER MAX DPS HD9,BRP/CAN AM,8,4,-0.5
ZR1000HRFNN,KAWASAKI,7,4,-0.4285714285714286
ZL8,BIOBICIS,16,4,-0.75
CF400-10AF,CFMOTO,-,4,-
YFM700R,YAMAHA,10,4,-0.6
CF1000UU-8LK,CFMOTO,-,4,-
AVANTI 3.0,STARKER,21,4,-0.8095238095238095
THUNDER 1500,STARKER,3,4,0.33333333333333326
SCRAMBLER 10Â° ANNIVERSARIO RIZOMA,DUCATI,-,4,-
ES 700,GAS GAS,17,4,-0.7647058823529411
KDT1000CSSNN,KAWASAKI,-,4,-
C 400 X,BMW,-,4,-
JY,BIOBICIS,18,4,-0.7777777777777778
ZR900LSFAN,KAWASAKI,-,4,-
BERA,BERA,-,4,-
IOZ,IONIC MOTORS,3,4,0.33333333333333326
TL5500 STING PRO MX,TALARIA,-,4,-
LX05-W-Y1,LVNENG,-,4,-
LEONCINO 800,BENELLI,-,4,-
FXBBS Â­ STREET BOB 114,HARLEY DAVIDSON,4,4,0
TDR601Z,M&M SINSKI,36,4,-0.8888888888888888
RH1250S SPORTSTER S,HARLEY DAVIDSON,1,4,3
AGILITY ALL NEW PRO,KYMCO,6,4,-0.33333333333333337
CF1000AU,CFMOTO,1,4,3
CRF1100DS,HONDA,12,4,-0.6666666666666667
ACCESS,SUZUKI,87,4,-0.9540229885057472
TIGER SPORT 800,TRIUMPH,-,3,-
MTT890D (MT09 TRACER GT),YAMAHA,90,3,-0.9666666666666667
IODC,IONIC MOTORS,1,3,2
KLX150J,KAWASAKI,10,3,-0.7
AM T3,AIMA,10,3,-0.7
CF300-3F,CFMOTO,66,3,-0.9545454545454546
VENOM 250S PRO,VICTORY,4,3,-0.25
VENOM 400,VICTORY,1,3,2
MAJESTIC,MAGMA,4,3,-0.25
CF400-10AH,CFMOTO,-,3,-
NIU GOVA 03,NIU,55,3,-0.9454545454545454
U68-Y200EEA,FORTEZZA,-,3,-
SR 160 ABS MOTARD,APRILIA,29,3,-0.896551724137931
PCX150,HONDA,31,3,-0.9032258064516129
ZS250CM,ZONGSHEN,-,3,-
VESPA GTS SUPER 300,PIAGGIO,7,3,-0.5714285714285714
XR 650L,HONDA,2,3,0.5
CB190R,HONDA,721,3,-0.9958391123439667
NTORQ 125 RACING XCONNECT,TVS,15,3,-0.8
APACHE RTR 180 2V,TVS,260,3,-0.9884615384615385
XRE 190,HONDA,1090,3,-0.9972477064220183
NCF-Y,LVNENG,-,3,-
MAVERICK X3 RS TURBO,BRP/CAN AM,2,3,0.5
RANGER CREW SP 570,POLARIS,3,3,0
R 18,BMW,4,3,-0.25
YFM700FWAD,YAMAHA,4,3,-0.25
TDR2320R,M&M,4,3,-0.25
SCORPION,TG,1,3,2
E125S,SEGWAY,2,3,0.5
TIGER 900 GT,TRIUMPH,-,3,-
E-300GL,SRM,-,3,-
500 EXC-F SIX DAYS,KTM,-,3,-
ONE ST 110,VICTORY,7,3,-0.5714285714285714
HUNK 190 FI,HERO,23,3,-0.8695652173913043
STREETFIGHTER V2S,DUCATI,-,3,-
MULTISTRADA V4 RS,DUCATI,4,3,-0.25
CB125F,HONDA,9,3,-0.6666666666666667
RC 390,KTM,-,3,-
NAKED,AIMA,2,3,0.5
COOLJOY,STARKER,-,3,-
GPD150-A (NMAX),YAMAHA,14,3,-0.7857142857142857
SKUTY SPORT,STARKER,16,3,-0.8125
CF600AU-3LA,CFMOTO,2,3,0.5
B9,GO RIDE,-,3,-
VITPILEN 801,HUSQVARNA,-,3,-
CRF1100D4P,HONDA,19,3,-0.8421052631578947
FWÂ­03 TYPE 2,FELO,-,3,-
X160,SEGWAY,-,3,-
MULTISTRADA V4 RALLY,DUCATI,22,3,-0.8636363636363636
NIU N GT SPORT,NIU,76,3,-0.9605263157894737
STING MX4 TL4000,TALARIA,-,3,-
X3,BIOBICIS,7,3,-0.5714285714285714
FXFBS - FAT BOB 114,HARLEY DAVIDSON,19,3,-0.8421052631578947
XCITING S 400,KYMCO,7,3,-0.5714285714285714
LEONCINO 250,BENELLI,7,3,-0.5714285714285714
FLTRXSTSE CVO ROAD GLIDE ST,HARLEY DAVIDSON,1,3,2
CF600UU,CFMOTO,1,3,2
CF1000UU-2,CFMOTO,6,3,-0.5
VESPA PRIMAVERA 150 ABS S,PIAGGIO,1,3,2
M 1000 XR,BMW,3,3,0
VESPA GTS SUPERTECH 300,PIAGGIO,4,3,-0.25
M565LI,PLR,1,3,2
TTR50E,YAMAHA,3,2,-0.33333333333333337
IOT,IONIC MOTORS,1,2,1
XT,IONIC MOTORS,3,2,-0.33333333333333337
TRX520FE2N,HONDA,1,2,1
YXF1000EW (RMAX 4),YAMAHA,4,2,-0.5
X11 PLUS,SMARDA,4,2,-0.5
RZR PRO R,POLARIS,1,2,1
YFM450FWBD,YAMAHA,5,2,-0.6
ZR900KRFCN,KAWASAKI,2,2,0
WAVE 110S,HONDA,2,2,0
HIGHPRO200,HIGHPRO,9,2,-0.7777777777777778
CF500AU-9L,CFMOTO,6,2,-0.6666666666666667
BOXER CT 100 ES TITANNIUM,BAJAJ,2,2,0
IMPERIALE 400,BENELLI,8,2,-0.75
SWITCH 150 C,VICTORY,74,2,-0.972972972972973
ZS 125,VICTORY,14,2,-0.8571428571428572
CB 125F MAX E3,HONDA,13,2,-0.8461538461538461
SWITCH 150 W TK,VICTORY,130,2,-0.9846153846153847
BOXER CT 100 KS,BAJAJ,2,2,0
MAVERICK X3 MAX DS TURBO,BRP/CAN AM,3,2,-0.33333333333333337
BONNEVILLE T100,TRIUMPH,4,2,-0.5
1390 SUPER DUKE R,KTM,6,2,-0.6666666666666667
CF400-10H,CFMOTO,-,2,-
ECO EXPLORER MAX,ECOFLY,5,2,-0.6
ROCKET 3 GT,TRIUMPH,2,2,0
ADV750P,HONDA,127,2,-0.984251968503937
FLSTFI FAT BOY GRAY GHOST,HARLEY DAVIDSON,-,2,-
FLHRXS ROAD KING SPECIAL,HARLEY DAVIDSON,4,2,-0.5
SXS1000S2RDR,HONDA,-,2,-
APACHE RR310 XCONNECT,TVS,9,2,-0.7777777777777778
BS125-10,BOSS ATV,1,2,1
R 18 B,BMW,3,2,-0.33333333333333337
XF1500DZK-5,PIONEER CENTURY STAR BRAND,4,2,-0.5
AK300DS6,AKT,227,2,-0.9911894273127754
STING L1E TL3000,TALARIA,6,2,-0.6666666666666667
OUTLANDER MAX XT-P 1000R,BRP/CAN AM,3,2,-0.33333333333333337
BOXER CT 100 AHO,BAJAJ,9,2,-0.7777777777777778
ECO,HERO,36,2,-0.9444444444444444
AK125SC-R,AKT,1,2,1
ZONTES 703-F,VICTORY,-,2,-
LUHU,"AUK3000DT, ECOBIKE ELECTRIC",-,2,-
RANGER SP 570 PREMIUM,POLARIS,-,2,-
VESPA PRIMAVERA 150 TECH,PIAGGIO,-,2,-
FLTRXSE CVO ROAD GLIDE,HARLEY DAVIDSON,3,2,-0.33333333333333337
URBANA,GLOBAL POWER,-,2,-
CUX,SUPER SOCO,8,2,-0.75
IONIC X,IONIC MOTORS,-,2,-
MTN1000 (MT10),YAMAHA,8,2,-0.75
ZEUS 200,W MOTORCYCLES,5,2,-0.6
STELVIO,MOTO GUZZI,-,2,-
BONNEVILLE BOBBER,TRIUMPH,9,2,-0.7777777777777778
RG3000MC-1,RISE,-,2,-
XXX L1E TL2500,TALARIA,3,2,-0.33333333333333337
WOLVERINE RMAX4 1000 XT-R,YAMAHA,-,2,-
RY125T-21,RIYA MOTORA,-,2,-
MÃ“ 125,SEAT,21,2,-0.9047619047619048
CF300-BH,CFMOTO,-,2,-
500DSX,AKT-VOGE,-,2,-
ZR900KSFAN,KAWASAKI,-,2,-
RANGER CREW XP 1000,POLARIS,11,2,-0.8181818181818181
E-300RS,SRM,-,2,-
VESPA GTS,PIAGGIO,17,2,-0.8823529411764706
RANGER XP 1000,POLARIS,4,2,-0.5
VESPA GTS 310 SUPER,PIAGGIO,-,2,-
FLRT - FREEWHEELER,HARLEY DAVIDSON,-,2,-
IOPG,IONIC MOTORS,4,2,-0.5
NAVI,HONDA,6,2,-0.6666666666666667
IONIC ONE,IONIC MOTORS,-,2,-
FELO FW07 TYPE 2 BLACK,FELO,-,2,-
Z6,CAPITAL,-,2,-
CF800SZ-2,CFMOTO,-,2,-
WR450F,YAMAHA,-,2,-
TW-200,YAMAHA,-,2,-
CF-01,HUYSER,-,2,-
EL3,AIMA,47,2,-0.9574468085106383
MTT890D-S (MT09 TRACER GT),YAMAHA,-,2,-
FLSB SPORT GLIDE,HARLEY DAVIDSON,2,2,0
LF200ZH-X,LIFAN,2,2,0
DT175,YAMAHA,1,2,1
XL250,KATROM,8,2,-0.75
CF1000SU-E,CFMOTO,1,2,1
200 DUKE L,KTM,25,2,-0.92
IBIZA,BRENSON,1,2,1
OUTLANDER 500 2WD,BRP/CAN AM,6,2,-0.6666666666666667
DEFENDER MAX HD7,BRP/CAN AM,4,2,-0.5
MAVERICK X3 MAX TURBO R,CAN-AM,-,2,-
HAYABUSA,SUZUKI,5,2,-0.6
BONNEVILLE T120,TRIUMPH,1,2,1
T3B,TAO MOTOR,3,2,-0.33333333333333337
DR-X,SUZUKI,1,2,1
RZR XP 1000,POLARIS,1,1,0
BUGGY T-BOSS 550,PLR,2,1,-0.5
HAMMER 200PRO,MIKILON,4,1,-0.75
KRT800KNFNN,KAWASAKI,1,1,0
FE 450,HUSQVARNA,1,1,0
T3,AIMA,1,1,0
LF3000DZH-C,CERONTE,7,1,-0.8571428571428572
WR250F,YAMAHA,1,1,0
TTR110E,YAMAHA,11,1,-0.9090909090909091
Y45-125,PLR,6,1,-0.8333333333333334
RECREATIONAL,PLR,3,1,-0.6666666666666667
TUONO 660 E5,APRILIA,1,1,0
RZR TURBO R 4,POLARIS,2,1,-0.5
LF250ZH-X,LIFAN,4,1,-0.75
VICTORY SHOCK,VICTORY,5,1,-0.8
FLHX STREET GLIDE,HARLEY DAVIDSON,1,1,0
EX400G,KAWASAKI,5,1,-0.8
701 ENDURO,HUSQVARNA,27,1,-0.962962962962963
MAVERICK SPORT MAX DPS 1000R,BRP/CAN AM,1,1,0
ROCKET 3 R,TRIUMPH,1,1,0
ATA200,TAO MOTOR,11,1,-0.9090909090909091
890 ADVENTURE R RALLY,KTM,3,1,-0.6666666666666667
NAVI MIX E3,HONDA,3,1,-0.6666666666666667
RYKER SPORT,BRP/CAN AM,11,1,-0.9090909090909091
FLHXSE CVO STREET GLIDE,HARLEY DAVIDSON,1,1,0
XBLADE BRIGADIER,HONDA,138,1,-0.9927536231884058
ECO EXPLORER,ECOFLY,3,1,-0.6666666666666667
MOBILITY LX,BRENSON,3,1,-0.6666666666666667
MAVERICK R X RS CON SMART-SHOX 999T DCT,BRP/CAN AM,5,1,-0.8
XR 190L ADVENTURE,HONDA,23,1,-0.9565217391304348
FE 350,HUSQVARNA,2,1,-0.5
DYNAMIC,BRENSON,4,1,-0.75
BS250-7,BOSS ATV,2,1,-0.5
MTN1000D (MT10SP),YAMAHA,7,1,-0.8571428571428572
CB650RAP,HONDA,34,1,-0.9705882352941176
URBAN,BRENSON,18,1,-0.9444444444444444
BOXER CT 100 ES,BAJAJ,3,1,-0.6666666666666667
RA1250S - PAN AMERICA SPECIAL,HARLEY DAVIDSON,7,1,-0.8571428571428572
PANIGALE V2 CORSE BAYLISS,DUCATI,5,1,-0.8
MAX 125 SW,TVS,37,1,-0.972972972972973
MAVERICK X3 MAX X RS TURBO RR CON SMART-SHOX,BRP/CAN AM,1,1,0
R NINET PURE,BMW,3,1,-0.6666666666666667
STRYKER 125 NG,TVS,32,1,-0.96875
UPPER,VTS,3,1,-0.6666666666666667
R 18 CLASSIC,BMW,3,1,-0.6666666666666667
MONSTER TG,TG,10,1,-0.9
R 1250 RT,BMW,4,1,-0.75
B110S,SEGWAY,1,1,0
RZR TRAIL S 1000 PREMIUM,POLARIS,3,1,-0.6666666666666667
F 750 GS,BMW,59,1,-0.9830508474576272
SXS1000S2RSP,HONDA,-,1,-
FENIX,TG,22,1,-0.9545454545454546
DAYTONA,TG,18,1,-0.9444444444444444
STREETFIGHTER V4 SP2,DUCATI,1,1,0
CF110AY10,CFMOTO,1,1,0
SUERTE PLUS,TAILG,8,1,-0.875
MAVERICK X3 MAX X RC 72 TURBO RR,BRP/CAN AM,2,1,-0.5
TIGER X6,AIMA,2,1,-0.5
R 18 ROCTANE,BMW,6,1,-0.8333333333333334
TUONO 660 FACTORY,APRILIA,2,1,-0.5
FZ15S (FAZER),YAMAHA,2,1,-0.5
JUNIOR 110,PLR,1,1,0
MT09/ABS,YAMAHA,-,1,-
CRF250RXP,HONDA,-,1,-
GS5,LEGACY MOTORS,-,1,-
CB1000S,HONDA,-,1,-
TRX520FA6S,HONDA,-,1,-
CF250-11H,CFMOTO,-,1,-
XR150L MAX,HONDA,-,1,-
VIKING,YAMAHA,-,1,-
BOXER CARGO CT 100 AHO,BAJAJ,-,1,-
PULSAR NS160 FI ABS UG2,BAJAJ,-,1,-
CF250-13H,CFMOTO,-,1,-
TITAN 250,TAO MOTOR,-,1,-
GL1800DAS,HONDA,-,1,-
NINJA 4,BICYREKKORD,-,1,-
BR 150,BERA,-,1,-
RS 660,APRILIA,-,1,-
TUONO V4 FACTORY,APRILIA,-,1,-
ZT350-X1,ZONTES,-,1,-
DEFENDER HD7,BRP/CAN AM,-,1,-
890 DUKE R,KTM,1,1,0
390 ADVENTURE SW,KTM,71,1,-0.9859154929577465
FLTRK ROAD GLIDE LIMITED,HARLEY DAVIDSON,-,1,-
ATV (HAMMER 190),HIGHPRO,-,1,-
SIN LINEA,YADEA,-,1,-
TRX520FE2P,HONDA,3,1,-0.6666666666666667
PLR250-23-BLACK,PLR,-,1,-
TALON 1000XS4,HONDA,2,1,-0.5
XTZ 250 LANDER,YAMAHA,-,1,-
KING PASAJEROS,TVS,-,1,-
TE 150,HUSQVARNA,-,1,-
MAVERICK X3 X RC 72 TURBO RR,BRP/CAN AM,-,1,-
HIGHPRO 200,HIGHPRO,-,1,-
INTERCEPTOR BEAR 650,ROYAL ENFIELD,-,1,-
ZT350-R1,ZONTES,-,1,-
TRX420FE1P,HONDA,2,1,-0.5
XPULSE 200 FI,HERO,1,1,0
KRT800LSFNN,KAWASAKI,-,1,-
UTV T-BOSS 550,PLR,-,1,-
606,NO TIENE,-,1,-
OWEN 150,KEEWAY,-,1,-
M5-N,AKU ENERGY,-,1,-
YW125,YAMAHA,-,1,-
CITI,SUPER SOCO,-,1,-
OUTLANDER MAX XT 850,BRP/CAN AM,4,1,-0.75
YZ250,YAMAHA,-,1,-
T6,SEEYAMOTO,-,1,-
DEFENDER MAX XT HD10,BRP/CAN AM,2,1,-0.5
XTZ150-A (XTZ ABS),YAMAHA,-,1,-
KLX300CLF,KAWASAKI,-,1,-
COMMANDER MAX DPS 700,BRP/CAN AM,1,1,0
DAKOTA,BRENSON,-,1,-
YM-400,YM,-,1,-
YZF-R1,YAMAHA,-,1,-
SLM-103,GTX,-,1,-
450 EXC-F SIX DAYS,KTM,-,1,-
AK110 NV,AKT,3,1,-0.6666666666666667
NO TIENE,"ECOBIKE ELECTRIC, BRAND: AUK3000T",-,1,-
CDZ 300,YAMAHA,-,1,-
NMAX,YAMAHA,-,1,-
CBR 1000 RR,HONDA,-,1,-
K1600 GTL,BMW,-,1,-
YZ85LW,YAMAHA,1,1,0
KLX140BSFNN,KAWASAKI,-,1,-
DS900X,AKT-VOGE,-,1,-
M1,MOBULAA,-,1,-
EC 250F,GAS GAS,-,1,-
QH-T,TAIZHOU QIXBOR,-,1,-
WEAVER,DAT BIKE,-,1,-
ZL,BIOBICIS,10,1,-0.9
JET EVO,AKT-SYM,-,1,-
BWS8,POWER TITAN,-,1,-
SPEED TRIPLE 1200 RS,TRIUMPH,3,1,-0.6666666666666667
Z6-MAX,LANKA,-,1,-
ZR900FNSBN,KAWASAKI,-,1,-
MONSTER SENNA SENNA,DUCATI,-,1,-
SPIDER TG,TG,8,1,-0.875
MAVIC PRO,TG,1,1,0
TC 85 19/16,HUSQVARNA,-,1,-
VESPA,TG,3,1,-0.6666666666666667
Z6,KTMW,-,1,-
DAYTONA,VICTORY,-,1,-
SILVER TG,TG,11,1,-0.9090909090909091
YXE1000EW,YAMAHA,-,1,-
YD1200DT-50D,YADEA,-,1,-
STREETFIGHTER V4,DUCATI,-,1,-
RANGER CREW XD 1500,POLARIS,-,1,-
GSX-S750A,SUZUKI,16,1,-0.9375
CONTINENTAL GT,ROYAL ENFIELD,-,1,-
M2,MOBULAA,-,1,-
PULSAR NS 160 FI ABS UG,BAJAJ,-,1,-
LX05-W-Y1,SIN MARCA,-,1,-
ITANK,IHEMA MOTOR,-,1,-
FLHXS / STREET GLIDE SPECIAL,HARLEY-DAVIDSON,-,1,-
ENDURO VELOCE EAS,MV AGUSTA,-,1,-
DRAGSTER RR,MV AGUSTA,-,1,-
AX 100,SUZUKI,-,1,-
DP-03,DIMEN,-,1,-
IQUBE,TVS,-,1,-
FX400 XL-4,FANG POWER,-,1,-
AK550,KYMCO,-,1,-
BRUTALE RR EUR,MV AGUSTA,-,1,-
RSV4 1100 E5,APRILIA,-,1,-
MAVERICK RX 2024,CAN-AM,-,1,-
CJY,POWER TITAN,-,1,-
ZHAN SHEN,LANKA,-,1,-
KAT1000ASSNN,KAWASAKI,-,1,-
MULE PRO,KAWASAKI,-,1,-
Q300,SEEYAMOTO,-,1,-
TUCAN SL-1,BIOBICIS,4,1,-0.75
NQISPORT,NIU,24,1,-0.9583333333333334
LX04-W1,LVNENG,1,1,0
SL2,BIOBICIS,9,1,-0.8888888888888888
VESPA GTS SUPER SPORT 300,PIAGGIO,20,1,-0.95
PUSA EP,ZAP (HK),-,1,-
MONEY EM,ZAP (HK),-,1,-
R3,YONSLAND,-,1,-
MAXIMA,TAIZHOU ZHILONG,-,1,-
SPORTSMAN TOURING XP 1000,POLARIS,-,1,-
RZR PRO XP 4,POLARIS,-,1,-
VESPA VXL 149,PIAGGIO,39,1,-0.9743589743589743
CRF450RXR,HONDA,2,1,-0.5
BEVERLY 400 HPE,PIAGGIO,11,1,-0.9090909090909091
FS 450,HUSQVARNA,-,1,-
CG 125,HONDA,-,1,-
SXS1000S4RDR,HONDA,-,1,-
FELO FW07 TYPE 2 80S,FELO,-,1,-
DESERT X DISCOVERY,DUCATI,-,1,-
RE 4S CNG,BAJAJ,-,1,-
TRX420FE1R,HONDA,6,1,-0.8333333333333334
MQI+SPORT,NIU,25,1,-0.96
SMX1-VARG,STARK FUTURE,-,1,-
M1,LIZARD,-,1,-
SPORTSMAN XP 1000,POLARIS,-,1,-
ATV011,HIPERFECT,2,1,-0.5
STREET TRIPLE RS MOTO2 TM EDITION,TRIUMPH,-,1,-
XPULSE 200T,HERO,8,1,-0.875
FLSB - SPORT GLIDE,HARLEY DAVIDSON,8,1,-0.875
YS250AR3ZW,YANSUMI,-,1,-
XR650LG,HONDA,-,1,-
MT09 TRA,YAMAHA,-,1,-
YFZ450R,YAMAHA,1,1,0
RH975S â€“ NIGHTSTER SPECIAL,HARLEY DAVIDSON,4,1,-0.75
FLHXS STREET GLIDE SPECIAL,HARLEY DAVIDSON,1,1,0
TWIST MALETERO,KYMCO,1,1,0
LXP ORIOLI,MV AGUSTA,1,1,0
M-130,LUCIERNAGAS,-,1,-
VX350,ECOFLY,-,1,-
MENG SHI,LANKA,1,1,0
EAGLE,UNICO,-,1,-
SUPER 8,KYMCO,33,1,-0.9696969696969697
X-TOWN 300,KYMCO,8,1,-0.875
PUSA90,EFUN,-,1,-
RH975S/NIGHTSTER SPECIAL,HARLEY DAVIDSON,1,1,0
OUTLANDER MAX XT 700,BRP/CAN AM,1,1,0
VIVA R 115 STYLE,SUZUKI,1,1,0
X DIAVEL V4,DUCATI,-,1,-
LF320ZH-3,LIFAN,2,1,-0.5
FE 250,HUSQVARNA,1,1,0
MAVERICK X3 X RS TURBO RR CON SMART-SHOX,BRP/CAN AM,1,1,0
MT-09/ABS,YAMAHA,-,1,-
ZS,TG,-,1,-
R 1250 R,BMW,2,1,-0.5
STELVIO ARAS,MOTO GUZZI,-,1,-
DISCOVER 125 ST-R BS,BAJAJ,2,1,-0.5
OUTLANDER MAX LIMITED 1000R,BRP/CAN AM,2,1,-0.5
BLACK MALETERO,VICTORY,2,1,-0.5
THRUXTON RS,TRIUMPH,1,1,0
E5,THUNDER EV,114,1,-0.9912280701754386
FAMILY TRI,CIRCULA VERDE,-,1,-
Z22RGL2KAL,POLARIS,1,-,-
